10,407
20,406
30,407
40,407
50,407
60,406
70,406
80,406
90,406
100,413
110,1734
120,2000
130,2000
140,2000
150,2000
160,1605
170,1233
180,966
190,804
200,699
210,622
220,573
230,522
240,501
250,484
260,465
